id;city;title;question;theme;keywords;summary;challenge_url;challenge_text_main
nicosia02;Nicosia;Measures for Sustainable Transport in Nicosia ;How can we shape a sustainable transport and mobility system in Nicosia?;mobility;developing|develop|development|plan|mobility|transport|transportation|desirable|travelling|friendly;Let's identify the existing challenges in Nicosia in the field of urban transport and then shaping the future desirable situation in Nicosia.;https://climathon.climate-kic.org/en/challenges/mobility/how-can-we-improve-the-mobility-plan-of-nicosia-city-center;Let's identify the existing challenges in Nicosia in the field of urban transport and then shaping the future desirable situation in Nicosia.   How we can tranform Nicosia's urban mobility and transportation to more climate friendly travelling?  Solutions should focus on:  Developing a common vision and strategy for sustainable transport Develop a communication strategy and awareness campaign Development of Intelligent Mobility Strategic Plan for Nicosia City Center Project design and implementation of policies Development of a Citizens Movement Forecasting Plan Funding and developing financial tools to support and attract investment in sustainable transport     
nis01;Niš;Green infrastructure to adapt to climate change;Can we make climate-friendly city through green infrastructure?;air-pollution;natural|october|th|means|space|spaces|biosphere provide|green|storage tanks|recreational|planning|lifestyle;Green infrastructure involves the development and planning of networks of multifunctional green areas that contribute to the protection of natural habitats and biodiversity, enable the response to climate change and other changes in the biosphere, provide a higher level of sustainability and a healthier lifestyle, improve the living space of the city and general well-being, improve accessibility to key recreational and natural entities, it supports urban and rural economy and is part of a long-term planning process for green areas and corridors.;https://climathon.climate-kic.org/en/challenges/air-pollution/development-and-improvement-of-green-infrastructure-in-the-function-of-adapting-to-climate-change;Climathon will be held in Niš this year for the first time, organized by ENECA and Proaktiv, in Deli co-working space on October 26th. The Climathon participants will develop solutions for the problems that the city of Nis is facing in the field of climate change within 24 hours.   Green infrastructure involves the development and planning of networks of multifunctional green areas that contribute to the protection of natural habitats and biodiversity, enable the response to climate change and other changes in the biosphere, provide a higher level of sustainability and a healthier lifestyle, improve the living space of the city and general well-being, improve accessibility to key recreational and natural entities, it supports urban and rural economy and is part of a long-term planning process for green areas and corridors.  How can we make urban spaces more pleasant?  Solutions should focus on:  Reduction of wastewater entering drainage systems, and then into lakes, rivers and streams, by means of natural retention and soil absorption properties Reduction of waste gases from transport means Upgrading the urban spaces to favor pedestrians, cyclists and general recreational uses Construction of a habitat for the animal world Construction of recreational and park spaces and storage tanks for waters and rainwater management systems   
nova-gorica01;Nova Gorica;Seeds are Life.;How can we scale up Agrobiodiversity?;extreme-weather;seed|seeds|community|areas|climatic area|climate|climates|communities save|local|water|change|changing|changes|library|libraries|locally adapted|increases|increasing|increase|increased|food|foods|vegetables|vegetation|vegetal|vegetable|saving|adapting|adaptability|adaptation|adapts|gardens|gardening|garden|public|plants saved|people|planted|planting|projects|project|training|viable|pollinate|effective|effect|gorica|heritage|improving|urban|edible|resilience|honored process|processes|drought|droughts;"The goal of community seed libraries is to protect biodiversity in food system and promote public access to seeds.
Community seed libraries help communities save seeds while adapting them to local soils and climates.
In terms of climate changes, community seed libraries are directly connected to urban farming and gardening.";https://climathon.climate-kic.org/en/challenges/extreme-weather/seeds-are-life-first-community-seed-library-in-slovenia;"In a time of climate change, biodiversity is what we need to assure food security & resilience. Seed Library is an effective mechanism for collecting and distributing seeds. The goal of Seed Library is to protect biodiversity in food system and promote public access to seeds.   For millennia, people the world over have selected the best edible plants, saved the seeds, and planted and shared them in sophisticated, locally adapted breeding projects that created the vast array of foods we rely on today. In a time of climate change, biodiversity is what we need to assure food security and resilience. Community seed libraries are an effective mechanism for collecting and distributing seeds. The goal of community seed libraries is to protect biodiversity in food system and promote public access to seeds. Why are community seed libraries important? The purpose of the community seed libraries is to protect seed diversity of edible species and to maintain heritage varieties. Community seed libraries help communities save seeds while adapting them to local soils and climates. This has become more critical in a changing climate. Saving seeds by growing them out and exposing them to the fast-changing environment, increases our adaptability as well as the resilience of our food systems. We also want to save heritage seeds so they are not lost. Seed viability of stored seeds can decrease over time, so we need to keep growing them out to produce fresh seeds to save. Why is our community, our public library, city and municipality itself interested in a community seed library? Some people want to grow their own vegetables because they want to know where their food comes from. Some people want to grow their own food to save money. Community seed sharing ties in nicely with the mission of community gardens, especially in urban areas.  Gardens can help to combat climate changes – particularly if they are in the city. This is a brief summary of key areas in which gardens can also make a difference to changing climate:  Increasing the presence of vegetation will increase the water infiltration capacity of the soil, which in turn leads to better adaptation to future needs in terms of storm water runoff. By providing shade, increasing evapotranspiration and transforming sunlight into vegetal material in photosynthesis processes rather than absorbing it, plants and trees have a cooling effect on their environment. When using more drought-tolerant plants, water needs for irrigation can be reduced. Because of the increased water infiltration, capacity the groundwater table will rise improving drought resistance. When planting more saline vegetables and drought-tolerant vegetation there will be more food available during dry spells. Urban farming and gardening attract a variety of fauna and thereby increases local biodiversity. Moreover, gardens are used as recreational areas and public meeting places for people, improving the environmental qualities of urban    At our first Nova Gorica Climathon we will work towards developing the first community seed library in Slovenia. Community seed libraries are an effective mechanism for collecting and distributing a variety of heirloom, rare, and culturally important seeds that are typically not available from seed companies. The goal of community seed libraries is to protect genetic diversity in our food system and promote public access to seeds. Initially, seeds are donated and collected at library, and then community members can check seeds out and grow them on the condition that a portion of the freshly grown seeds will be donated back to the library. These seeds are then stored and made available to others who continue to contribute to this cycle of taking seeds, growing them and donating a portion back to keep the collection viable, healthy and fresh. The main function of community seed libraries centers on the protection and public access to seeds; however, we will also run training days and workshops so that community members who may be interested in starting their first garden or learning how to hand pollinate squash can learn these skills and put them into practice. In terms of climate changes, community seed libraries are directly connected to urban farming and gardening. As we know areas used for urban farming and gardening, when compared to paved or asphalted grounds, have a positive contribution to climate adaptation. These green areas can be further adapted to climate impacts by introducing appropriate vegetation and crops for allotment and vegetable gardens. They should be, according to the climatic area resistant to droughts; such as saline vegetables and drought-tolerant plants and trees. Honored process of saving and sharing seeds is dynamic. It naturally adapts to changing conditions, like climate change, and keeps the power with people everywhere to make choices that assure local resilience. The seed in its essence is all of the past evolution of the Earth. We will search solutions for:  Establishment of first community seed library in Slovenia Wireframe of community seed library system Sustainable model of project Dissemination of project Possible partnerships in the future   "
novi-sad01;Novi Sad;Achieving green growth in Balkan’s secondary cities;How can innovation help Novi Sad and its citizens move to the green growth path?;energy;sad alarming|novi|mainstreaming green|unsustainable|urban|urbanization|urbanizing|resources|resource|solutions|highly|managing|management|led|help|greening;Solutions could focus on (but not limited to):  Sustainable housing and low emission infrastructure Sustainable urban mobility for greener cities Smart and safe cities through new technologies and digitalization Circular economy: managing waste as a resource Mainstreaming green growth into urban management  Technology proposed as part of solutions to help Novi Sad and its citizens move to the green growth path while urbanizing, needs to be replicable to other cities of Serbia and other countries in the Balkans.;https://climathon.climate-kic.org/en/challenges/energy/smart-cities;Being hubs of economic activity, cities consume majority of global energy and generate the bulk of GHG emissions. Cities, thus, should play a vital role in sustainability transition.    Current patterns of urban development that are highly unsustainable, such as, inefficient use of resources, unsustainable mobility and housing made environmental footprint of Novi Sad alarming and led Novi Sad to be one of the cities with highest level of air pollution. Climate change mitigation and greening Novi Sad is therefore a key challenge.  How may young people and innovative technology solutions support a sustainable urbanization of Novi Sad? Solutions could focus on (but not limited to):  Sustainable housing and low emission infrastructure Sustainable urban mobility for greener cities Smart and safe cities through new technologies and digitalization Circular economy: managing waste as a resource Mainstreaming green growth into urban management  Technology proposed as part of solutions to help Novi Sad and its citizens move to the green growth path while urbanizing, needs to be replicable to other cities of Serbia and other countries in the Balkans. Solutions that are coming from 24 hours workshop should be bankable.  
orleans01;Orléans;Flood risk: how to face it?;Flood risk: how to face it?;extreme-weather;floods|flooded|major|rains|rain|territory flood|new|resilience|resilient|metropole|impact|solutions|totally|vehicles|open|climate|territories|building|buildings|cities|city|plans|plan;"We need to invent new ways to deal with that as we know that our further plans or organization did not include climate change impact.
But there are still so much questions before becoming resilient: how can we predict rain-flood, how can we drecrease our vulnerability, how can we product integrated city plan, how can we enhance our crisis management by a better coordination between all the actors?";https://climathon.climate-kic.org/en/challenges/extreme-weather/flood-risk-how-to-face-it;Extreme weather, due to climate change, will be more intense and common. For our territory, flood risk is the major threat. We need to invent new ways to deal with that as we know that our further plans or organization did not include climate change impact.   Orléans Metropole is crossed by the Loire, the last savage river in Europe. Major floods during 19th century have stayed in memories. Even if no major event occured in 20th century, territories led studies in order to describe and understand the risk, wrote plans and built equipments to protect the population. In may 2016, our ground, totally saturated by winter rains, was unable to absorb a 2-day rain more than centennial. Rain-flood concerned aeras where no plan, no building levees had been imaginated until then. 2500 inhabitants were evacuated, 1150 houses flooded, trafic on a national major motorway stopped for a week (68 000 vehicles recorded by day, with a huge part of trucks), our metropole isolated from the rest of the country for about 48 hours… It was a real shock! Then, we realized: climate change will increase our vulnerability in front of that kind of disaster. Mayors of the 22 cities included in the metropole decided to write together a global plan to enhance our resilience capacities but also to decrease our carbon impact. But there are still so much questions before becoming resilient: how can we predict rain-flood, how can we drecrease our vulnerability, how can we product integrated city plan, how can we enhance our crisis management by a better coordination between all the actors? We are at the beginning of our resilience process and need expert’s report to accelerate.  We are fully open-minded! Our goal, through Climathon, is to invent and create new ways of dealing with flood risk. Resilient buildings, digital solutions to forecast or monitor, nature based solutions, citizens education, ... and so others ways can be investigated.  
paris01;Paris;Sustainable food system ;How to accelerate the transition towards a sustainable food system ?;food;feeding|feed|paris tomorrow|parisians|visitors generate;"How to reduce this carbon footprint and accelerate the transition towards a sustainable food system ?
How to provide food to its inhabitants and visitors in a more sustainable way ?
How to provide food to its inhabitants and visitors in a more sustainable way ?";https://climathon.climate-kic.org/en/challenges/food/meet-this-exciting-challenge-which-is-waiting-to-be-solved;Feeding Parisians and visitors generate every year more than 4,7 million tonnes of CO2, which represents 18 % of the carbon footprint of the territory. How to reduce this carbon footprint and accelerate the transition towards a sustainable food system ?   How to feed Paris tomorrow ? How to provide food to its inhabitants and visitors in a more sustainable way ? How to feed Paris tomorrow ? How to provide food to its inhabitants and visitors in a more sustainable way ? Every team can address the challenge with different angle, everything is possible ! For example, here is a list of questions you can focus on :  How to facilitate access to sustainable products ? How to get out from animal proteins ?  How to support and promote existing initiatives ? How to imagine the meals of tomorrow ?  What can be done with food waste ?  How to raise awareness and mobilise citizens, producers and suppliers ?  
pesaro01;Pesaro;Villa San Martino district regeneration - Green areas;How can green and public spaces make citizens of Villa San Martino happier?;water-management;spaces|houses|housing|social|family|green areas|district|villa|urban|educational|education|promote|vegetable|sustainable|provide|pesaro|abandoned;The City of Pesaro intend to regenerate the district re-thinking green areas making the district more resilient, sustainable, secure and livable and creating spaces embedded in the social, economic and educational activities of the district.;https://climathon.climate-kic.org/en/challenges/water-management/greening-villa-san-martino-re-think-the-districtict-green-areas-for-the-district-regeneration;The City of Pesaro intend to regenerate the district re-thinking green areas making the district more resilient, sustainable, secure and livable and creating spaces embedded in the social, economic and educational activities of the district.   Villa San Martino is a district of 40 ha, located in the west side of Pesaro and originally composed by 430 detached houses and 48 dwellings belonging to the social housing sector built in the 60s and 70s and inhabited by vulnerable groups having a particular difficulty in accessing affordable housing, such as elderly, lone parents, long-term employed. Villa San Martino district is chosen because of its high density with elderly people and low-income family. Now it shows a decayed urban fabric, bad housing conditions, lack of social amenities, abandoned green areas. The urban development has affected the mobility system increasing the traffic congestion and isolating the borough from the city. The district constructed between 1957 and 1959 originally had two squares and the development of the road system. The squares during the years became green abandoned spaces and the viability is chaotic and dangerous.  As we are requested by the residents, the City has to plan the redevelopment of the old squares and the green spaces involving the residents and encouraging them to a responsible management with an ecosystem approach with organic vegetable gardens as spaces dedicated to green demonstration and environmental education for the social dimension and ecosystem and also small family farms for own consumption. Moreover the City of Pesaro intend to regenerate the district making it district more resilient, sustainable, secure and liveable and creating spaces embedded in the social, economic and educational activities of the district.  How can the public and green areas contribute to the wellbeing of the citizen in the district? How can the city promote projects and initiatives in the public and green areas to increase social inclusion, safety and the value of public spaces? Which stakeholder should be involved in the regeneration programme? Come and join the Climathon in Pesaro, provide support on these challenges to regenerate Villa San Martino!  
pesaro02;Pesaro;Energy efficiency;How can we encourage our citizens to reduce their carbon footprint and reduce energy consumption?;air-pollution;houses|spaces|social housing|green|family|district|urban|vegetable|sustainable|education|educational|villa|abandoned|tackle climate|carbon|elderly|low;Moreover the City of Pesaro intend to regenerate the district making it district more resilient, sustainable, secure and liveable and creating spaces embedded in the social, economic and educational activities of the district.;https://climathon.climate-kic.org/en/challenges/air-pollution/villa-san-martino-district-regeneration;The City of Pesaro intend to regenerate the district making it more energy-efficient.    Villa San Martino is a district of 40 ha, located in the west side of Pesaro and originally composed by 430 detached houses and 48 dwellings belonging to the social housing sector built in the 60s and 70s and inhabited by vulnerable groups having a particular difficulty in accessing affordable housing, such as elderly, lone parents, long-term employed. Villa San Martino district is chosen because of its high density with elderly people and low-income family. Now it shows a decayed urban fabric, bad housing conditions, lack of social amenities, abandoned green areas. The urban development has affected the mobility system increasing the traffic congestion and isolating the borough from the city. The district constructed between 1957 and 1959 originally had two squares and the development of the road system. The squares during the years became green abandoned spaces and the viability is chaotic and dangerous.  As we are requested by the residents, the City has to plan the redevelopment of the old squares and the green spaces involving the residents and encouraging them to a responsible management with an ecosystem approach with organic vegetable gardens as spaces dedicated to green demonstration and environmental education for the social dimension and ecosystem and also small family farms for own consumption. Moreover the City of Pesaro intend to regenerate the district making it district more resilient, sustainable, secure and liveable and creating spaces embedded in the social, economic and educational activities of the district.  How can citizens tackle climate change regarding the energy consumption in the houses? How can they contribute to the transition into a low carbon economy? How can citizens be more engaged in waste reduction?  
pesaro03;Pesaro;Safe and sustainable mobility;How can we make the mobility in Villa San Martino more safe and sustainable?;mobility;houses|housing|spaces|social|green|family|families|district|urban|vegetable|sustainable|sustainability|educational|education|mobility|abandoned|villa|martino|income;The City of Pesaro intend to regenerate the district re-thinking mobility making the district more resilient, sustainable, secure and livable and creating spaces embedded in the social, economic and educational activities of the district.;https://climathon.climate-kic.org/en/challenges/mobility/villa-san-martino-district-regeneration-2;The City of Pesaro intend to regenerate the district re-thinking mobility making the district more resilient, sustainable, secure and livable and creating spaces embedded in the social, economic and educational activities of the district.    Villa San Martino is a district of 40 ha, located in the west side of Pesaro and originally composed by 430 detached houses and 48 dwellings belonging to the social housing sector built in the 60s and 70s and inhabited by vulnerable groups having a particular difficulty in accessing affordable housing, such as elderly, lone parents, long-term employed. Villa San Martino district is chosen because of its high density with elderly people and low-income family. Now it shows a decayed urban fabric, bad housing conditions, lack of social amenities, abandoned green areas. The urban development has affected the mobility system increasing the traffic congestion and isolating the borough from the city. The district constructed between 1957 and 1959 originally had two squares and the development of the road system. The squares during the years became green abandoned spaces and the viability is chaotic and dangerous.  As we are requested by the residents, the City has to plan the redevelopment of the old squares and the green spaces involving the residents and encouraging them to a responsible management with an ecosystem approach with organic vegetable gardens as spaces dedicated to green demonstration and environmental education for the social dimension and ecosystem and also small family farms for own consumption. Moreover the City of Pesaro intend to regenerate the district making it district more resilient, sustainable, secure and liveable and creating spaces embedded in the social, economic and educational activities of the district.  How can we change the Villa San Martino mobility system to increase the safety and sustainability? How the district can be more inclusive with the City? How to support the mobility of elder people and low income families?  
pesaro04;Pesaro;Community engagement for district regeneration;How can we make our district more attractive by engaging the community? ;human-behaviour;houses|housing|spaces|district|social|green|villa|family|urban|vegetable|sustainable|educational|education|abandoned|pesaro|provide|elderly;"The City of Pesaro intend to regenerate the district by making it more resilient, sustainable, secure and liveble and creating spaces embedded in the social, economic and educational activities of the district.
Moreover the City of Pesaro intend to regenerate the district making it district more resilient, sustainable, secure and liveable and creating spaces embedded in the social, economic and educational activities of the district.";https://climathon.climate-kic.org/en/challenges/human-behaviour/villa-san-martino-district-regeneration-3;The City of Pesaro intend to regenerate the district by making it more resilient, sustainable, secure and liveble and creating spaces embedded in the social, economic and educational activities of the district.    Villa San Martino is a district of 40 ha, located in the west side of Pesaro and originally composed by 430 detached houses and 48 dwellings belonging to the social housing sector built in the 60s and 70s and inhabited by vulnerable groups having a particular difficulty in accessing affordable housing, such as elderly, lone parents, long-term employed. Villa San Martino district is chosen because of its high density with elderly people and low-income family. Now it shows a decayed urban fabric, bad housing conditions, lack of social amenities, abandoned green areas. The urban development has affected the mobility system increasing the traffic congestion and isolating the borough from the city. The district constructed between 1957 and 1959 originally had two squares and the development of the road system. The squares during the years became green abandoned spaces and the viability is chaotic and dangerous.  As we are requested by the residents, the City has to plan the redevelopment of the old squares and the green spaces involving the residents and encouraging them to a responsible management with an ecosystem approach with organic vegetable gardens as spaces dedicated to green demonstration and environmental education for the social dimension and ecosystem and also small family farms for own consumption. Moreover the City of Pesaro intend to regenerate the district making it district more resilient, sustainable, secure and liveable and creating spaces embedded in the social, economic and educational activities of the district.  How can we make the district more attractive for other people to move, work and live here? How can we stimulate the community engagement to lead a positive change about the place they live in? Come and join the Climathon in Pesaro, provide support on these challenges to regenerate Villa San Martino  
puebla-city01;Puebla City;Mobility ;How can we make mobility in Puebla City more environmentally friendly?;mobility;growth|help|situtation;"Puebla City is experiencing more traffic due to giant growth.
Help and offer solutions to to improve the mobility situation in Puebla City.
Help us come up with a solution to the traffic and mobility issue. In 24 hours you will design a product or a service that can help us to fight this environmental problem.   ";https://climathon.climate-kic.org/en/challenges/mobility/traffic-and-mobility;Puebla City is experiencing more traffic due to giant growth. Help and offer solutions to to improve the mobility situation in Puebla City.   The giant growth of the city is causing a lot of traffic. This situtation creates the opportunity to develop any product or service that can help to make the vehicular flow more efficient. Help us come up with a solution to the traffic and mobility issue. In 24 hours you will design a product or a service that can help us to fight this environmental problem.   
puebla-city02;Puebla City;Water scarcity;How can we improve water management in Puebla City? ;water-management;help|scarce|welcome|problems|problem;Puebla city is growing too fast and some industries are not very responsible with the environment, so a large portion of our water is getting polluted, this is starting to cause a lot of scarcity problems so we need to hurry up finding ways to combat this problem, any idea is welcome.;https://climathon.climate-kic.org/en/challenges/water-management/water-management-3;Due to the growing city, water is getting polluted and more scarce. Help and offer solutions to to improve the water situation in Puebla City.   Puebla city is growing too fast and some industries are not very responsible with the environment, so a large portion of our water is getting polluted, this is starting to cause a lot of scarcity problems so we need to hurry up finding ways to combat this problem, any idea is welcome. Help us come up with a solution to the water issue. In 24 hours you will design a product or a service that can help us to fight this environmental problem.   
ravenna01;Ravenna;Join the 24-hour hackathon in Ravenna!;How can we contribute to the sustainable development of the Port of Ravenna?;air-pollution;consideration|strong|climathon wants|solutions climate|creative|petrochemical area|challenges;Bearing in mind the environmentally relevant framework in which the Port of Ravenna is inserted (coast, swamp, historic pinewoods), this Climathon wants to generate innovative ideas to increase the cohesion between natural spaces and the industrial-urban district with a high intensity of infrastructures such as the port, taking the social and environmental aspects into strong consideration.;https://climathon.climate-kic.org/en/challenges/air-pollution/you-can-contribute-to-solve-your-circular-economy-challenge-within-the-port-of-ravenna;Bearing in mind the environmentally relevant framework in which the Port of Ravenna is inserted, this Climathon wants to generate innovative ideas to increase the cohesion between natural spaces and the industrial-urban district with a high intensity of infrastructures.   The Port of Ravenna and the petrochemical area are going through a strategic moment, fundamental to outline their future in terms of economic development, but also in terms of social and environmental sustainability. Due to its physical location and not only, the Port of Ravenna is a central place of representation of the city.  How can we contribute to the sustainable development of the Port of Ravenna? Bearing in mind the environmentally relevant framework in which the Port of Ravenna is inserted (coast, swamp, historic pinewoods), this Climathon wants to generate innovative ideas to increase the cohesion between natural spaces and the industrial-urban district with a high intensity of infrastructures such as the port, taking the social and environmental aspects into strong consideration. We welcome creative solutions addressing climate challenges, that could be tackled from different perspectives including for instance enviromental sciences, engineering, architecture, social innovation, design and communication, circular economy and industrial symbiosis.  
reykjavik01;Reykjavík;Climate friendly tourism;How can we make tourism in Reykjavik more sustainable and eco-friendlier?;circular-economy;main sector|city|tourism|urban spaces|carbon|neutral|including|circular|eco|use|uses;"In the past 5 years, Iceland and especially Reykjavik have experienced a tourism boom with more than 2 million (2017) tourists visiting a year!
How can tourism contribute to making Reykjavik a sustainable city?";https://climathon.climate-kic.org/en/challenges/circular-economy/climate-friendly-tourism;In the past 5 years, Iceland and especially Reykjavik have experienced a tourism boom with more than 2 million (2017) tourists visiting a year! This tourism boom is bringing more life into the city but is also impacting our environment with more waste and more green-house gas emissions.   Tourism has become the main sector of wealth for Iceland and is representing 9% of the GDP of the island. Tourism is beneficial for the country and for the capital city economy but this tourism boom required adaption from the city to the new influx of people in the city ( around 1.7 million last year spend at least a night in Reykjavik area). How can tourism contribute to making Reykjavik a sustainable city? How can we reduce the impact of tourism on our environment? How can tourists participate in the preservation of the precious Icelandic nature? How can tourism businesses fit in a local circular economy? How can visiting Iceland become eco-friendlier? Could visiting Iceland be carbon neutral? Can their stay be more sustainable? Can hotels be designed and constructed in a circular way?   How can the needs of the tourist and the city goers in Reykjavik be collected and transferred to the city?  Solutions should focus on:  Integrating available city data and offers to simplify use of public transport, boats, electric cars and bicycles for rent. Including information to make it easy to recycle in the city Upgrading the urban spaces to favour pedestrians, cyclists and general recreational uses for both inhabitants and tourists Finding an attractive way to collect information from tourists on sustainable tourism Including a feature for tourists to interact with each other and also with city experts   
reykjavik02;Reykjavík;Sustainable Management of Food;How can we turn towards a sustainable food management in Reykjavík?;waste-management;emissions|wasted food|gg|waste|stores|environmental impact|hospitals|interacting|universities|consumption|residences|restaurants;"It is estimated that greenhouse gas emissions from food waste in Iceland can be more than 200 Gg per year.
The loss of food waste is therefore higher than can be attributed annually to, for example, the use of refrigerant in Iceland (171 Gg), and just under half of the emissions attributable to fishing (473 Gg).";https://climathon.climate-kic.org/en/challenges/waste-management/sustainable-food-system;"Wasted food is a growing problem in our modern society and an untapped opportunity. Food waste occurs in all stages of the value chain of manufactured food products: from the production line, the transportation system, the sales, up to the consumer consumption.    It is estimated that greenhouse gas emissions from food waste in Iceland can be more than 200 Gg per year. That represents about 5% of Iceland's annual total emissions in 2013 and more than 8% from emissions emitted from activities covered by the European Union's Emissions Trading Scheme (ETS). The loss of food waste is therefore higher than can be attributed annually to, for example, the use of refrigerant in Iceland (171 Gg), and just under half of the emissions attributable to fishing (473 Gg). Environmental impact derives from this food waste are significant and needs to be adressed.  Solutions should focus on:  Finding an attractive way to collect information from the inhabitants on their food waste Integrating the up-stream environmental impact of the food production and not just the consumption Interacting logically with the reseller: grocery and retail stores Taking into consideration the agricultural ressources and potentials of Iceland Residences (single and multi-family);Food-service entities (restaurants, cafeterias, etc.);Institutions (hospitals, universities, prisons, etc.)   "
reykjavik03;Reykjavík;"We say no to the ""take-make-dispose"" model! ";How can we promote initiative of circular mindset in our community? Think circular-Be circular;waste-management;phone|phones|hirðirinn|compost|way|things|mattresses|landfill|clothes|recycle|recycled;"We also noticed that it was cheaper to buy a new phone than repairing it.
Find a way to increase the number of things that find their way to the a „Góði hirðirinn“ kind of shop Find a new solution to recycle things that are not recycled today: sofa, mattresses, computers….";https://climathon.climate-kic.org/en/challenges/waste-management/we-say-no-to-the-take-make-dispose-model;We all realised that some of our house equipment is breaking down faster than it should be. We also noticed that it was cheaper to buy a new phone than repairing it. We wonder also why buying a new T-shirt was the same price as repairing the hole in the previous one.    In may 2018, Umhverfisstofnum publish a report showing that between 2015 and 2016, there was a 13% increase of household wastes in Iceland with half of it going directly to landfill compare to only 2% in other Nordic countries. Why are we throwing more away and how can we reduce the input in landfill?    Solutions should focus on:  Ideas on how to put up a swap market in various parts of the city (not only downtown, but in all neighbourhoods of the city). Find a way to increase the number of things that find their way to the a „Góði hirðirinn“ kind of shop Find a new solution to recycle things that are not recycled today: sofa, mattresses, computers…. Find an easy way for citizens to make compost (community compost) Find solutions for citizens to borrow and lend things you don´t have to use often , such as mowers, drills and other tools for maintenance of the home and garden. Finding an attractive way to collect information of consumer behaviour: what do citizens do with their used items (phones, clothes, material)?   
riga01;Riga;Coastal erosion in the territory of Salacgriva;How to reduce the effects of coastal erosion? ;extreme-weather;information|agriculture;"According to a study and guidelines on seabed erosion available on the MEPRD site, there is a moderate coastal erosion of the Salacgriva region's lagoon coastal zone.
Coastal erosion is observed in the largest part of the Salacgriva region.
The main challenge is coastal erosion.";https://climathon.climate-kic.org/en/challenges/extreme-weather/coastal-erosion-in-the-territory-of-salacgriva;According to a study and guidelines on seabed erosion available on the MEPRD site, there is a moderate coastal erosion of the Salacgriva region's lagoon coastal zone.   Coastal erosion is observed in the largest part of the Salacgriva region. During high storms, not just coastal land (agriculture, forests), but also roads are washed away. The main challenge is coastal erosion. Useful information: http://www.varam.gov.lv/lat/publ/met/?doc=18713  
riga02;Riga;Mobility of citizens from and to Valmiera city;How can data about citizens’ mobility to and from Valmiera city be used and analysed?;human-behaviour;data|area|areas|service|services provided|city|valmiera|industrial|economic|vidzeme|region;Therefore services and infrastructure provided by Valmiera are essential for town residents and for population from surrounding areas (~50 km) but there are no relevant data that shows mobility of citizens to and from Valmiera city what could help to development of the city and improve provided services.;https://climathon.climate-kic.org/en/challenges/human-behaviour/how-can-be-used-and-analysed-data-about-citizens-mobility-to-and-from-valmiera-city;Mobility has massively increased over the past 100 years. And with it the environmental burden.  What kind of data and how to use them to develop services provided by the city?   Valmiera is the largest city of the historical Vidzeme region, Latvia, with a total area of 18.1 square kilometres. As national significance development centre Valmiera plays a vital role as administrative, economic, industrial, trade and service centre. Therefore services and infrastructure provided by Valmiera are essential for town residents and for population from surrounding areas (~50 km) but there are no relevant data that shows mobility of citizens to and from Valmiera city what could help to development of the city and improve provided services.  There are several ways how to analyse data about mobility of citizens but most of the times data do not give an overview about real situation, therefore it is needed to analyse data covering larger area (50-100km). This information will be beneficial to city planning, services as transport, health, commerce, education etc  
riga03;Riga;Sustainable Urban Infrastructure;How to maintain the sustainability of urban environment infrastructure and materials?;extreme-weather;infrastructure|cesis|rain caused|context present|citizen|investments|systems;Some extreme weather and climate events have increased in recent decades and urban infrastructure (streets, communication systems, buildings) is affected.The terrain and geological conditions of the city of Cēsis, as well as the historical context, present challenges to sustain the infrastructure.;https://climathon.climate-kic.org/en/challenges/extreme-weather/sustainabile-urban-infrastructure;Some extreme weather and climate events have increased in recent decades and urban infrastructure (streets, communication systems, buildings) is affected. The terrain and geological conditions of the city of Cēsis, as well as the historical context, present challenges to sustain the infrastructure.   Some extreme weather and climate events have increased in recent decades and urban infrastructure (streets, communication systems, buildings) is affected.The terrain and geological conditions of the city of Cēsis, as well as the historical context, present challenges to sustain the infrastructure. What city should do to maintain, plan and adapt infrastructure?      City is looking for ideas to be introduced for a period up to 5 years and does not require financial investments higher than 500 000,00 EUR. It is recommended to find solutions that requires citizen participation in reducing the risk of climate change.  Useful information:  data: https://cesis.gis.sungis.lv/#/ information about heavy rain caused damage and costs in August 2016: http://www.cesis.lv/lv/sakums/aktualitates/pasvaldiba/vasaras-lietavu-postijumu-noversana-izmaksas-v an article about heavy rain and floods: https://www.ziemellatvija.lv/biznesa-zinas/citas-zinas/kitija-kaulina-pludu-gadijuma-visi-latvijas-celi-aizpeldes-133124   
