id;city;challenge_solution;title;question;theme;challenge_text_main;url;challenge_url
graz03;Graz;challenge;Public transportation in the future;What will an interlinked public transportation network look like in the future?;mobility;Public Transport becomes more and more important for cities. How could public transport look like in the future? Are there new ways of public transportation to be found? How can residents be motivated to use public transport on a daily basis? How could public transport look like in the future? Are there new ways of public transportation to be found? How can residents be motivated to use public transport on a daily basis? Solutions should focus on: IT-Solutions Solutions covering the whole mobility chain New transportation modes New ticketing modes ;https://climathon.climate-kic.org/en/challenges/mobility/public-transportation-in-the-future;
graz04;Graz;challenge;Micro climate made visible for everyone;How can climate and air quality data be made more understandable for citizens?;human-behaviour;Understanding micro climate can help being more climate friendly. But how can this data be used to motivate citizens to be aware of their behaviour in their daily life routine? How can climate and air quality data be used to motivate citizens to be aware of their behaviour in their daily life routine? Solution should focus on: Giving citizens information to available climate data of their area in an understandable format Transferring technical information (data) into a citizen-friendly language that allows citizens to understand climate data  Motivating citizens to live ‘climate friendly’ and creating awareness for microclimate movements in the course of a day, the changes over time and what causes them ;https://climathon.climate-kic.org/en/challenges/human-behaviour/micro-climate-made-visible-for-everyone;
graz05;Graz;solution;AQIS - Air Quality Information System;AQIS - Air Quality Information System;human-behaviour;Our information system helps to create awareness of air pollution in the city and gives incentives to reduce it. The pollution data is visualized in a way that every citizen can understand the current pollution and gets in touch with it by displaying it on a website and in public places. AQIS - Air Quality Information System Our information system helps to create awareness of air pollution in the city and gives incentives to reduce it. The pollution data is visualized in a way that every citizen can understand the current pollution and gets in touch with it by displaying it on a website and in public places. Air pollution is a cause of diseases and early deaths by e.g. lung cancer and thus also a cause of GDP loss. But the pollution with really small particles is not visible and thus many people are not aware of it. It can be measured with sensors colleting the particles and giving indication how many particles are in the air at a certain place. Some of these sensors are already installed and measuring around Graz, but their data is not used in public. In Graz, nearly 50 % of travelled ways are done by car - the impact of the traffic on the air pollution can be reduced. Our information system aims at creating awareness of the air pollution in Graz and how it is changing the course over the day and the year. It makes the pollution data easy to understand by displaying it with green or red paths on the city map. It makes sure that the citizens of Graz see that the limit is often exceeded and is installed in different public places like on buses (where also sensors are placed already) or as light on the Island in the Mur. It helps to connect the personal travel behaviour to the air pollution. By adapting the ticket prices of public transport to the current air pollution value, an incentive to travel more climate-friendly is given. ;https://climathon.climate-kic.org/en/solutions/aqis-air-quality-information-system;https://climathon.climate-kic.org/en//en/challenges/human-behaviour/micro-climate-made-visible-for-everyone
graz06;Graz;solution;Interlinked Public eTransportation Network of Graz in 1 to 10 years - The future is closer than you think!;Innovations are here sooner than expected: time to make plans!;mobility;3 key approaches: Inexpensive electrification of mobility chain: just exchange wheels of buses and cars. New transportation modes: additional layer of transport in 3rd dimension: Autonomous Airtaxi, Air Ambulance. Information and ticketing: add booking and links to car/ride sharing into BusBahnBim Innovations are here sooner than expected: time to make plans! 3 key approaches: Inexpensive electrification of mobility chain: just exchange wheels of buses and cars. New transportation modes: additional layer of transport in 3rd dimension: Autonomous Airtaxi, Air Ambulance. Information and ticketing: add booking and links to car/ride sharing into BusBahnBim Analysis of the current state of public transportation in Graz and it's bottle necks: Reduction of CO2 and pollutionIncrease in passenger numbersNew demand in south west and in peripheryCertain streets and crossings are at their peak of capacityLack of funds for investment into buses, tramsHigh operative costs of staff Our Solutions solve these problems. Our solution is a synergistic combination of the following elements: Invest in flying cabs now before private companies take over - claim the field to public services --> additional layer of transport (Autonomous AirTaxi, Air Ambulance) Integrate existing mobility platforms such as BusBahnBim with the new layer of mobility and optimize the use of the new dimension Flying to city center hot spots + limiting car traffic in the city center Inexpensive electrification of mobility chain: Exchange bus wheels with in-wheel electric motors Future technologies are closer than you might think! Pilot projects of air taxis already exists in the USA, Germany, UK, China and other countries. Serial production is expected to hit the market as early as 2020. ;https://climathon.climate-kic.org/en/solutions/interlinked-public-etransportation-network-of-graz-in-1-to-10-years-the-future-is-closer-than-you-think-2;https://climathon.climate-kic.org/en//en/challenges/mobility/public-transportation-in-the-future
graz07;Graz;solution;Improving public transport in Graz;Improving public transport in Graz ;mobility;Addressing the future capacity challenges of urban mobility in Graz, by introducing circular bus lines, city bikes and smart ticketing. Improving public transport in Graz Addressing the future capacity challenges of urban mobility in Graz, by introducing circular bus lines, city bikes and smart ticketing. The city of Graz is expanding to new areas currently not well connected to the public transportation network, while simultaneously city centre's main transport corridor is meeting its capacity limits during peak hours. An innovative, climate-friendly solution is needed to address this issue, and this is where our solution can help. The City of Graz is experiencing the limits of the public transport system's capacity as the city expands and the peak hour traffic increases on the main transport corridors. New circular bus lines complementing the existing linear network, combined with introduction of city bikes and improved ticketing offer a means to tackle the future capacity problems of the city. In addition, the solution contributes to the reduction of carbon emissions in the city.  ;https://climathon.climate-kic.org/en/solutions/improving-public-transport-in-graz;https://climathon.climate-kic.org/en//en/challenges/mobility/public-transportation-in-the-future
graz08;Graz;solution;Ride2Park;A voucher based system for car pools;mobility;Our app uses incentives and nudges to motivate people to join car pools on a regular basis A voucher based system for car pools Our app uses incentives and nudges to motivate people to join car pools on a regular basis Up to 72% of people in Styria use a car to get to work, with an average occupancy rate of 1.4 people. According to VCÖ calculations, car sharing replaces eight to fifteen private cars. Fewer cars also save parking space. This is particularly relevant in cities, where, for example, more space is available for green spaces or other uses. Furthermore car sharing can already pay off economically under 12,000 kilometres per year. Since there are several cars in 36% of all households and the second cars on average only travel around 8,500 kilometres per year, the potential for car sharing is great. According to Statistik Austria, car sharing is currently only used by 16.5% of Austrians. Game mechanics such as lotteries, rewards such as vouchers and nudges in the form of life wisdoms are intended to motivate drivers and passengers to form a carpool. Immediate positive feedback increases the appeal of carpooling on a regular basis. In addition, special mechanics create a cheating-proof environment that guarantees objective and legitimate feedback. ;https://climathon.climate-kic.org/en/solutions/ride2park;https://climathon.climate-kic.org/en//en/challenges/mobility/a-climate-friendly-transport-system
graz09;Graz;solution;Photovoltaic Powered Multiparty-Houses;How to power multiparty houses in the city with solar energy;energy;This Challenge was all about showing that solar energy can make multiparty houses in the city self-sustainable and can be used efficiently without wasting any energy and even benefiting ecologicaly and economically. How to power multiparty houses in the city with solar energy This Challenge was all about showing that solar energy can make multiparty houses in the city self-sustainable and can be used efficiently without wasting any energy and even benefiting ecologicaly and economically. We were asked to create a more economic-friendly way of storing the not yet used energy that is produced in the midday until afternoon/night, when the residents are coming home. Our solution is to use car batteries from electric cars and recycle them as storages for the excess solar energy. That way the batteries get a new life and work for another 10 years. We were asked to create a more economic-friendly way of storing the not yet used energy that is produced in the midday until afternoon/night, when the residents are coming home. Our solution is to use car batteries from electric cars and recycle them as storages for the excess solar energy. That way the batteries get a new life and work for another 10 years. ;https://climathon.climate-kic.org/en/solutions/photovoltaic-powered-multiparty-houses;https://climathon.climate-kic.org/en//en/challenges/energy/the-efficient-use-of-renewable-energy
graz010;Graz;solution;Vision 2050 for Styria;Styria is climate-neutral by 2050.;mobility;Our target to introduce solutions in order to reduce emissions achieving zero emissions in styria by 2050 . Styria is climate-neutral by 2050. Our target to introduce solutions in order to reduce emissions achieving zero emissions in styria by 2050 . Solutions for zero emission climate in styria by 2050. Our mission to acchive zero emission climate in styria by 2050. The solutions are done on timeline starting from 2020 with awarness in schools, universities, media and public events secondly introducing an E-credit (points) system to convert to e-mobility and other e-solutions by tarading your fossil fuel cars into more value for money points. Those traded points can buy you in competitive price buy, use ,share and invest in 100% renewable energy e-mobility. In 2030 we will upgrade the e-transportation systems and ban the diesel cars , making all the governamental means of transportation in styria electrical, applying a green label for the cars to allow just the e-cars to enter the bigger cities in styria.By 2040 the fuel cars will be baned and upgrading the transportation system into fully autonomes sytem including the logestics and the postal services ,upgrading the road with autonomes cars and trasportation systems, applying E-roads in order to generate clean electricty with pizo electrical means.By 2050 the goal should be fully achieved with fully electrical systems using 100% renewable energies. ;https://climathon.climate-kic.org/en/solutions/vision-2050-for-styria;https://climathon.climate-kic.org/en//en/challenges/mobility/a-climate-friendly-transport-system
grimstad01;Grimstad;challenge;Using Circular Economy to hack Climate Change ;Can we hack Climate Change from a local level? Is Circular Economy a way to RESOLVE climate issues?;circular-economy;Today’s economy is built on a “fast turnover” principle. The faster we replace our gadgets the better. Moving to a circular economy by using and re-using, rather than using up, would yield multiple benefits. In Norwegian cities and regions we are confronting, as in most cities around the world, with major challenges in relation to the amount of waste produced. Some of the waste might be easy to avoid if our lifestyle could change, but there are countless cases where it is very hard to avoid things like: packaging of goods, buying a new appliance instead of repairing the old one, or when looking at industrial scale the management of byproducts and industrial waste. The goal of introducing a Circular Economy system is to eliminate waste and improve resource management and efficiency, which can actually lead to significant economic, social and environmental benefits. How can Grimstad, and the whole of Ager region, together with industry and citizens reduce the amount of waste produced by a linear economy system?  What project ideas could support the transition from a Produce-Use-Discard system to a Resource Management System using creativity, culture, design, alternative approaches and the ReSOLVE framework?Successful circular economy practices involve actions such as integrating sustainable design, production, distribution, consumption and disposal of materials back into the material and resource flows. In most cases they are based on the collaboration and co-creation between producers and consumers. Some examples of circular economy actions that are already yielding positive benefits are: car sharing and car-pooling, object libraries or object banks (renting out objects you only occasionally need, rather than buying them), industrial symbiosis (where a by-product or residual product of one enterprise is used as a resource by another enterprise). Many others exist, and there are many unexplored areas of the circular economy where your idea can make a difference! Solutions could focus on:-Industry and sector specific challenges   -How can culture and “consumer” behaviour be integrated into the design, management, production processes, along the value-chain-Design techniques using concepts or materials that embed circular flows or material efficiencies-Identifying, capturing and using resource data that will inform and support a more sustainable use and management of resources.-Using design and technology to add value and extend the useful life of currently single-life objects-Business models that can be adapted or created that will aid a transition to a circular economy-Creation or development of local circular loops or economies-Industrial symbiosis-Distributed manufacture-Co-creation opportunities between producers and consumers ;https://climathon.climate-kic.org/en/challenges/circular-economy/resolve-using-circular-economy-to-reduce-our-environmental-impact;
grimstad02;Grimstad;solution;Organic wate to advanced materials and energy;"""Organic waste to compost"" - alternative";circular-economy;"Cities accumulate significant amounts of organic waste (municipal wastewater, food waste, and others). Traditionally, in the Agder region, food waste is composted for further use as a fertilizer. The composting process itself proceeds with the considerable gas release (methane, carbon oxides). ""Organic waste to compost"" - alternative Cities accumulate significant amounts of organic waste (municipal wastewater, food waste, and others). Traditionally, in the Agder region, food waste is composted for further use as a fertilizer. The composting process itself proceeds with the considerable gas release (methane, carbon oxides). Cities accumulate significant amounts of organic waste (municipal wastewater, food waste, and others). Traditionally, in the Agder region, food waste is composted for further use as a fertilizer. The composting process itself proceeds with the considerable gas release (methane, carbon oxides). HTTECH proposal is based on a multistage thermolysis process. Alternatively to composting, this solution control all gasses furthermore use this gasses to produce advanced carbon composites materials, energy or/and fuels. Even more, by composting the heavy metals are still there, when in HTTECH process HM are ""deactivated"" or/and extracted. ";https://climathon.climate-kic.org/en/solutions/httech-advanced-climate-solution-for-cities-2;https://climathon.climate-kic.org/en//en/challenges/circular-economy/resolve-using-circular-economy-to-reduce-our-environmental-impact
grimstad03;Grimstad;solution;Reducing Wood waste;Using trees to prevent food waste;circular-economy;"There is a lot of wood waste in Norway. Although some is utilized, it is undervalued. What if there was a way to better gain value from this waste stream? A way that would use the material on-site, which would reduce waste streams, and solve other problems in the same system? Using trees to prevent food waste There is a lot of wood waste in Norway. Although some is utilized, it is undervalued. What if there was a way to better gain value from this waste stream? A way that would use the material on-site, which would reduce waste streams, and solve other problems in the same system? Is there a way to better gain value from wood waste stream? A way that would use the material on-site, which would reduce waste streams, and solve other problems in the same system? A system that can be beneficial to both the environment and the economy? Our solution is to use an Isobar composting system. In this system, microbial activity in the wood waste produces a stable flow of low-grade heat. This heat could be used for heating spaces (swimming pool, greenhouse and commercial buildings); for dehydrating food and the resulting residue used as soil condiment for private residences and public spaces. Perhaps most importantly, it could be redirected into the sawmill itself, reducing electricity costs for heating and creating a circular flow of resources. ";https://climathon.climate-kic.org/en/solutions/waste-reduction-and-food-sustainability;https://climathon.climate-kic.org/en//en/challenges/circular-economy/resolve-using-circular-economy-to-reduce-our-environmental-impact
grimstad04;Grimstad;solution;Sharxi;Taxi Sharing App;circular-economy;We wanted to create an app to connect people who need a taxi ride home. Taxi Sharing App We wanted to create an app to connect people who need a taxi ride home. Reducing taxi milage by connecting people who are going in the same direction. ;https://climathon.climate-kic.org/en/solutions/sharxi;https://climathon.climate-kic.org/en//en/challenges/circular-economy/resolve-using-circular-economy-to-reduce-our-environmental-impact
helsinki01;Helsinki;challenge;Join the 24h brainstorm for Helsinki sustainable food revolution!;How to create sustainable urban food systems and develop a smart local economy in Tukkutori area?;food;"How to develop the Tukkutori and Teurastamo district, an old wholesale, warehouse and abattoir area located in the heart of Helsinki, to become an urban food hub serving the local neighborhoods and the leader for a sustainable food revolution in the whole city? The City of Helsinki has set a target to become a carbon neutral city by the end of 2035. Carbon Neutral Helsinki 2035 action plan includes details how to reduce energy consumption and how to increase on-site renewable energy generation in the city. Helsinki’s definition of carbon neutrality is to reduce greenhouse gas emissions generated within the city borders by 80% and to offset the rest. Helsinki seeks to build a functional and carbon-neutral city together with citizens and businesses. The population of Helsinki is estimated to grow from the current 640,000 to 780,000 by 2035. The biggest source of greenhouse gas emissions in Helsinki is heating. According to the action plan, the city can economically cut the heat energy consumption of buildings with ambitious energy-efficiency upgrades in the old building stock, stricter standards in new construction, heat recovery, and geothermal heating. However in the urban consumption, housing, transport and food are the biggest contributors to the carbon food print of Helsinki. Recent estimates have revealed that the carbon foot print of housing has diminished but the carbon foot print of food products remains the same. Therefore there is a potential to make an impact by creating new innovations for urban food systems including solutions for production, consumption, retail, waste management and energy. Helsinki climate actions can also contribute to the creation of new jobs and sustainable businesses. Tukkutori/Teurastamo district (The City of Helsinki Wholesale Food Market) is an old wholesale and warehouse area located in central Helsinki. The area also used to be a location of a large abattoir but the old butchery now has a new life as a restaurant complex. The district can be divided into two parts; the former abbatoir area Teurastamo where the majority of the buildings have already been renovated and transformed into locations for restaurants, bars, events and pop-up markets. The other part is Tukkutori that is still an area for wholesale and logistics. Also a freezing plant owned by the City of Helsinki occupies one corner of the area. Although in Teurastamo the small scale food factories already operate and the restaurants have been opened, the full potential of the area as urban food hub of Helsinki is still underdeveloped. Helsinki Climathon challenge is to develop the Tukkutori/Teurastamo district to become a sustainable and commercially viable urban food hub. The Helsinki Climathon challenge in 2018 wants to inspire students, researchers, companies and citizens to think fresh ideas for: Sustainable and commercially viable urban farming and food production ecosystems  OR Teurastamo/Tukkutori area becoming a well-functioning local economy in food retail and consumption by engaging the local produces and residents, by arranging last mile logistics and by local marketing ";https://climathon.climate-kic.org/en/challenges/food/growing-local-creating-tukkutori-sustainable-urban-food-hub;
helsinki02;Helsinki;solution;After Journey;After Journey;food;The journey of undervalued food after they are off from supermarket shelfs. After Journey The journey of undervalued food after they are off from supermarket shelfs. Food waste contributes a big part to our carbon footprint. In Finland alone, the annual food waste is estimated to be 335 - 460 kilograms, which can be translated to CO2 equivalent of 1000 million kilograms per year. There are recurrent food waste in supermarkets that are continuous but avoidable. Food products that are still in good condition for consumption are usually not sold just because they do not look good or they are close to expiration date. Such pattern of consumer behavior results in huge food waste, which our team believe can be mitigated, improved and better by implementing our system. Our idea is to build at first a B2B platform that connects stakeholders such as supermarkets and raw food material consuming business such as restaurants and food production companies for win-win situations. By providing improved logistics service, we offer supermarkets cheaper price for picking up their food that can not be sold due to their bad looks or the fact that they are close to expiration date. After sorting the food, we will put the food on a platform for potential business partners such as food companies and restaurants to see their availability, and distribute the food products according to the order. The restaurants also get the food at a fraction of the market price. By doing so, we create a win-win situation for all parties involved and reduce our food waste and therefore our carbon footprint. At further stages, the platform involves also the community, comprehended as costumers, turning it as a B2C integrated platform. ;https://climathon.climate-kic.org/en/solutions/after-journey;https://climathon.climate-kic.org/en//en/challenges/food/growing-local-creating-tukkutori-sustainable-urban-food-hub
helsinki03;Helsinki;solution;Winter Garden Tukkutori;Sustainable greenhouse gardening to attract winter customers;food;Our Winter Garden is a closed loop system of energy and materials to reduce the biowaste and packaging of Tukkutori Food Hub. Sustainable greenhouse gardening to attract winter customers Our Winter Garden is a closed loop system of energy and materials to reduce the biowaste and packaging of Tukkutori Food Hub. Tukkutori is a Food Hub in the city of Helsinki that would like to develop in a direction of sustainability. At the same time, the place faces the problems of lacking customer during the winter time. The deeper reason behind lacking customer during the winter is that the Finnish winter is cold and dark, so the attractive point of Tukkutori during the summer, the outdoor events and activities, is not possible to be held. Local gardens and green spots are the meeting points where the community connects with each other and nature during the summer, but these places are not available in the winter due to the cold weather. Therefore, we plan a sustainable greenhouse as a platform for the community to do winter gardening, meet each other, attend events, or just relax with green surrounding. The greenhouse will be built in a sustainable way: Flexible structure: the roof and doors are retractable. During the winter time, the complete structure of greenhouse can retain heat and thus the warm area with garden, sauna, meeting areas will attract people. For summer, the greenhouse roof and doors can be removed for summer outdoor activities and build it back when next winter comes. The space can also be served as a place for wholesale market in the early morning. The system of the greenhouse: Closed loop/sustainable energy system (heating and electricity): Transformed from biowaste from the restaurant, fish company, bakery, distillery Solar panel at the roof of the greenhouse Closed loop of the material: Biowaste can be also transformed to compost and liquid CO2 for greenhouse farming The planted vegetable in the greenhouse can be used for restaurant The box of from fish company can used to grow the plant Environmentally friendly water: snow. Side facility can also be added in the future to make the greenhouse more sustainability: Bio-toilet to collect poop and pee from customer-->input for energy and plant growing Cycling facility to produce energy ;https://climathon.climate-kic.org/en/solutions/winter-garden-tukkutori;https://climathon.climate-kic.org/en//en/challenges/food/growing-local-creating-tukkutori-sustainable-urban-food-hub
helsinki04;Helsinki;solution;Modular vertical supply;Modular vertical supply;food;" Changing the perseption of efficient delivery and deployment for local producers, optimizing the space occupation and navigating the food supply. Modular vertical supply Changing the perseption of efficient delivery and deployment for local producers, optimizing the space occupation and navigating the food supply. A delivery step of the supply chain is considered as the most problematic and not sustainable due to not efficient routing and so huge emission amounts released into the atmosphere. So, I want to optimize the process of delivering food to individual suppliers, shops, restaurants, cafes and other enterprises, companies, organizations, universities, schools, and other interested parties who want to be involved in the supply food chain, where food comes directly from the local producers, which fact is also contributing to the climate change and sustainability of the city. Moreover, this solution will be able to deal with insufficient area applications or use. Use the modular blocks to fit the maximum amount of vegetables\fruits, probably milk, dairy products, including other development ways in the future, and short-term preservation or storage at the place of the delivery.  ""Modular vertical supply"" are modules applicable for food transportation and short-term preservation along the supply chain, mainly on the delivery step from local producers to their customers, no matter if those are individual consumers, like families or simply any person or different kinds of enterprises, like shops, restaurants, cafes, schools, other interested parties, companies or organizations, maybe even further manufacturing. ";https://climathon.climate-kic.org/en/solutions/modular-vertical-supply;https://climathon.climate-kic.org/en//en/challenges/food/growing-local-creating-tukkutori-sustainable-urban-food-hub
helsinki05;Helsinki;solution;vertical farming pilot;Ideas on how to make sustainable vertical farming more widespread;food;We present a plan of a pilot, the purpose of which is to familiarize consumers and producers with vertical farming. Ideas on how to make sustainable vertical farming more widespread We present a plan of a pilot, the purpose of which is to familiarize consumers and producers with vertical farming. Most of the food today is produced away from the cities where most of the world's population live. This leads to costs and pollution produced by cargo ships, trucks etc. Additionally, the situation leads to cities not being self-subsistent and the population of the cities starting to enstrange from the realities of food production. The plan is to change this situation by making urban food sustainable, easy and fun. This we aim to achieve using the developing vertical farming technologies, such as hydro- and aeroponics. In these systems the nutritents and water are kept on a closed cycle, so a lot less of them is needed, and these valuable ingredients won't go to waste, eutrophication or such. What is more, the energy-efficiency of the farm is enhanced by using LED-lights that only propuce the wavelengths the plants need. All this can be achieved with modern techonology with a realtively low cost. However, the challenge is to implement the technology and biological conciderations. We did some online research on that and found that potential species to use are strawberries, tomatoes and basils. We also would like to encourage the producers to try exotic species that would otherwise be shipped from far away. Investigating what kind of environments the plants live now we can make some educated guesses when it comes to how successfuol they will be in vertical farming. One promising species is physalis peruviana, also known as goldenberry. After the technological implementation of vertical farming, we still need to attract consumers to it. In this the current customer base of Tukkutori would be ideal. So the idea is that anyone coukd come to the farms and pick their own food fresh from the stems. That would hopefully produce postive experiences aroud vertical farming. Ultimately we hope this would lead to widesread adoption of vertical farming technologies, as they would be especially useful in developing countries, where plant diseases and lack of resources are huge problems. ;https://climathon.climate-kic.org/en/solutions/vertical-farming-pilot;https://climathon.climate-kic.org/en//en/challenges/food/growing-local-creating-tukkutori-sustainable-urban-food-hub
helsinki06;Helsinki;solution;Energy generating chairs;Sustainable chairs which use gravity as a source of energy;food;"Our innovative idea helps to tackle hard problem of energy conservation, while simultaneously providing a strong motivation to customers and tourists to invest in local economy. The secret weapon are the chairs which use sitting human weight as a source of energy and can be used to power light-bulbs Sustainable chairs which use gravity as a source of energy Our innovative idea helps to tackle hard problem of energy conservation, while simultaneously providing a strong motivation to customers and tourists to invest in local economy. The secret weapon are the chairs which use sitting human weight as a source of energy and can be used to power light-bulbs Since Climate Change is approaching, we have to think about new way of keeping the temperature from rising below 2 degrees Celsius. However, we also ought to think about adaptation. Since Finland is not really in a good geographical position to use the Solar energy nor wind energy, the energy like gravitational energy could be used to power the small household in any environment since the gravitational force is constant, always present force in the nature.  The area we were working on is Tukkutori, Helsinki. We envisioned the area as a food hub, which would involve several aspects of sustainability, while also having a great impact on local economy and strenghten local communities. The pilot project we propose is to create a small eating area which would become a coffee shop/bar, supplied by local suppliers (distillery, bakery, etc), hence supporting them as well. Also, the area would become a home, for the first time in the world, to special innovative chairs which create energy by using gravitational force. The main idea is to transform the potential energy from the gravitational pull of the chair and convert it into kinetic energy. The person sitting in the chair wouldn't feel the ""descending"" action, since the velocity of the chair would be too slow to notice (30 cm/h). The energy is then transfered to a LEDlightbulb connected to the energy supply system of the chair. Besides somewhat ""non action"" way of creating energy, the customers are able to learn that there are better and alternative ways of producting energy, which would make them feel involved in the energy conservation and would create more awareness. Moreover, by installing this system, the area would get a really good reputation, which would attract a lot of tourists and curious citizens, whcih would in turn have a great impact on the area and local economy. Its estimated that in the future the price of one of these types of chairs would be around 50euros more expensive than a reagular one. ";https://climathon.climate-kic.org/en/solutions/energy-generating-chairs-2;https://climathon.climate-kic.org/en//en/challenges/food/growing-local-creating-tukkutori-sustainable-urban-food-hub
helsinki07;Helsinki;solution;Local Circular Food Production;A community developing a circular local food production ecosystem;food;A community developing a circular local food production ecosystem A community developing a circular local food production ecosystem A community developing a circular local food production ecosystem The current food culture in Helsinki, which is supported by vast amounts of imports especially in the winter, generates a significant part of the city’s contribution to climate change, the depletion of natural resources and the consequential abuse of the inhabitants of the earth. The Tukkutori area already has the space, businesses and services to provide the potential to become a sustainable food hub promoting a change in attitudes toward food production and distribution. It also lacks of any ongoing activities during fall,winter and spring. We want to bring Tukkutori alive by building a community around local food production in the middle of the city with the help of Evergreen Farm. By turning the whole Tukkutori-area into one big collective urban farm, we can locally produce a vast amount of food, create a large testbed for future urban farming innovation and educate each other and the local population in sustainable food culture. By combining the effort of local farmers, restaurants, food markets and citizens, we switch to a circular production and consumption of food products, and turn the Tukkutori area into a whole-year around event center. To realize this we propose a process in three phases: We kickstart the local, circular food production by installing indoor vertical farms in unpurposed spaces. These are followed by other companies constructing green roofs, green walls and community gardens, enhancing the marketing of the area. Next we bring in universities and startup accelerators to support research and innovation in urban food culture of Helsinki. We also arrange more events, workshops and volunteering activities for underserved communities. And last, partly as a result of the research, new businesses will provide services that allow us to close the circle. ;https://climathon.climate-kic.org/en/solutions/local-circulal-food-production;https://climathon.climate-kic.org/en//en/challenges/food/growing-local-creating-tukkutori-sustainable-urban-food-hub
heraklion01;Heraklion;challenge;Heraklion faces Climate Change;How can we make Heraklion a better city to live in?;air-pollution;"Warmer summers, drier winters, water scarcity, land degradation, problematic behaviours. Climate Change is knocking on our doors. Are we ready to open up and face it? Heraklion is the capital of the island of Crete, southern Europe. Its location in the Mediterranean basin has granted the island with an ideal environment for agricultural production, healthy communities, commerce, and the growth of significant civilizations, such as the Minoan. Heraklion has always had food sufficiency, high quality production of basic products (like olive oil, grains, fruit and vegetables) the water was free and abundant through the city fountains (e.g. morosini fountain) and the climate ideal for living and growing a strong community and cultural life. This has been the case for hundreds of years. Today for the first time we risk losing what we took for granted. Climate change means warmer summers and drier winters, so we might not be able to cultivate productive vineyards and olive groves anymore. Water scarcity threatens agriculture and our quality of life significantly. Extreme weather means higher risk of fires, floods, destruction of agricultural production. Extensive use of cars for transportation and ineffective waste management makes city life more hectic. ""Flexible"" or insufficient policies, together with the lack of environmental education for a large part of the Cretan population (especially evident in older generations) further adds to the problem. It is time to wake up and face these challenges to protect the place we live in and love! ";https://climathon.climate-kic.org/en/challenges/air-pollution/heraklion-faces-climate-change;
heraklion02;Heraklion;solution;Green Campus;How to upgrade our university campus and make it eco-friendly;extreme-weather;Despite our university being the birthplace of ideas and innovative patents, we have been left far behind in matters that are associated with the environment. We have to make leaps and bounds in this area, in order to create a ray of hope in our country How to upgrade our university campus and make it eco-friendly Despite our university being the birthplace of ideas and innovative patents, we have been left far behind in matters that are associated with the environment. We have to make leaps and bounds in this area, in order to create a ray of hope in our country Seeing how climate changes can have devastating effects on our society, we try to make an example out of our campus, by reducing plastic and organic waste, recycling and using reusable sources of energy. The final stage of our plan is to lead through example in order to create a city that respects the environment and actively tries to better it. The main goals : 1.The placement of recycling bins, differentiating the streams of waste. 2.The reduce of plastic waste in cafeterias, targeting the abolishment of its use. 3.Creating informative seminars in order to sensitize students and citizens. 4.The creation of bicycle stations that students and faculty could use in order to reduce the emission of carbon dioxide inside the campus. 5.The establishment of a composting policy by the university restaurants, greatly reducing organic waste. 6.Design and the develop the creation of green roof to, once again, battle our carbon dioxide foot print. 7.The embellishment of our campus, affecting the overall psychology of our fellow students, making a direct positive impact 8.The emplacement of photovoltaic cells, combating the excess use of carbon-created electricity. 9.The replacement of regular light bulbs with special ones that carry its own device that accumulates solar energy. 10.Creating facilities that collect and filter rain water, that will be used to serve the basic needs of the university How to achieve our goals : 1.Creating a volunteer student group named “Green Team” 2.Informing and sensitizing faculty members and students 3.Seek the support of local authorities and other volunteer groups ;https://climathon.climate-kic.org/en/solutions/green-campus;https://climathon.climate-kic.org/en//en/challenges/extreme-weather/heraklion-faces-climate-change
hong-kong01;Hong Kong;challenge;Sustainable energy;How can Hong Kong fully increase the use of renewable energy?;energy;Hong Kong relies on imported energy resources, of which coal is still the main source making up around 57% of the energy mix. Natural gas comes second, making up 21%. The remaining 22% is nuclear power imported from Mainland China. How can we increase the use of renewable energy? After the feed-in tariff scheme was introduced by the Government in April this year, citizens are allowed to sell the renewable energy they produce to power companies at a unit rate between HK$3-$5. How can we fully utilize this opportunity when renewable energy is set to become the next big wave? Solutions can focus on: Community electricity sharing Renewable energy consultancy service Renewable energy device installation service ;https://climathon.climate-kic.org/en/challenges/energy/how-can-hong-kong-fully-increase-the-use-of-renewable-energy;
hong-kong02;Hong Kong;challenge;Resource management;How can citizens help to maximize the use of resources? ;waste-management;Each year, around 6 million tonnes of municipal waste are generated in Hong Kong and over half of them go to three landfills. If solid waste continues to grow, all existing landfills will be full by mid to late 2010’s. How can we get better at reducing waste? Behind the huge amount waste generated each day is the greenhouse gas emission resulted from the manufacturing, distribution, and use of products and materials which finally became waste. In order to reduce carbon emission due to wastage, which reflects the probelm of inefficient use of resources, better life cycle management of products and materials will be needed. The Government has just launched the Producer Responsibility Scheme on Waste Electrical and Electronic Equipment (WEEE) and is also going to implement the Municipal Solid Waste Charging Scheme next year. Are these efforts good enough to alleviate the waste problem or optimize resources usage in Hong Kong? How can citizen participate to enhance the operation of these scheme, also to bring in more initiatives to reduce waste? Solutions can focus on: Reform the current practice of product design and supply chain management Waste reduction at source Recycling Upcycling ;https://climathon.climate-kic.org/en/challenges/waste-management/how-can-citizens-help-to-maximize-the-use-of-resources;
